index,1,2,3,4,5,6,7,8,9,10
(143,),0.2033777715173247,-0.04771878468474076,0.04549779847671798,-0.4093130923104142,-0.2397957087239121,0.7246178740236967,0.1340050454136364,-0.3536426970194874,0.06232048262374812,-0.4407392098065362
(144,),0.1236874063563984,-0.04353434923191168,0.2912675457886299,0.3289157769357028,0.1617931104256111,-0.05827387588168242,0.5979848991910763,0.6587714471751737,0.2156002137599178,-0.3478793669402862
(145,),-0.288467033369249,0.1524600894886255,-0.1266393118518893,-0.5630241531455791,0.08293994474185146,-0.09181905527084991,-0.6725179519757768,0.5970900367116065,-0.04600383621185877,0.271564058985551
(146,),0.1081789660441496,0.785558254069131,-0.7315841841056208,-0.1013817748632366,0.1054320456720874,0.6025044740179811,-0.1218990731219089,-0.3505120635397456,0.1600034794180263,-0.4025889295037877
(147,),0.2947606907793596,0.0713537874686232,-0.3670597533669768,0.5469965601874177,0.5510230098065203,-0.0564516320390015,0.08776287245867886,-0.6718836630997658,0.2512215612066345,-0.7679365069158528
(148,),0.122392312451073,0.2645420490385298,-0.8815888697992781,-0.2435755346402992,-0.04361828468483508,-0.1475810300216179,0.08163305953724453,0.2289436600115974,0.3996633241360167,0.03888076037090649
(149,),0.6746946858252076,0.4212473986399516,-0.2558583692544386,-0.4313763755283445,0.06802994604499257,0.3037899152074331,-0.6582141961165324,0.07467781013108643,-0.4238846990084491,0.384247585272344
(150,),0.2615507279619603,0.2932632274271444,-0.2814204330106578,0.100387268780639,0.1068556473217358,0.2894162202117287,0.06156294633335524,-0.6404631695222575,-0.05428718259830478,0.6918152175407147
(151,),0.4299746037096512,-0.324110378894595,0.321745461824275,-0.4015618658562187,-0.1609276983283023,-0.8673733210608263,0.004151497589907183,-0.2237287295795375,-0.05285088728697379,0.3016830001815481
(152,),-0.1628490576181494,-0.001951529421919451,-0.07206360025194686,-0.1467631227346177,-0.3310760968175634,-0.8931768388673472,0.2217461944459269,-0.2998611938318667,-0.1602314708903398,-0.5523084286063014
(153,),0.3272326952186829,0.371817859254679,0.9116869713737353,0.5823579977489795,-0.1982125309903768,0.1173835705327897,0.0695793795917331,0.2950743738804954,-0.2635180017793833,-0.1861560508340497
(154,),0.5522673403145759,-0.2200160823049004,0.2144371119563021,0.2726330201015592,0.3510032225738132,0.004691848771860851,-0.6346724309070907,0.6247247708189879,-0.56437114947509,-0.7982471745567916
(155,),-0.4783928095934543,0.3458064650787528,0.4343126015048277,0.2177623744595405,0.04711549046508934,-0.01164792565778239,-0.1441163196724056,-0.3544073967082561,-0.1911074158596324,0.1272368338321377
(156,),-0.3717640623980888,0.4721103488376707,-0.622138184234935,-0.2069049652710004,-0.01134286811055776,-0.1516958057008443,0.1332575082902318,0.7185241951544403,0.773446562409283,0.121723391006108
(157,),0.2636033061665202,-0.8529748919752961,-0.2754213810209826,0.143279750455497,-0.05047731081551399,-0.4591122955597469,-0.07273784321208121,0.04415290243681658,0.1286950754717895,0.2101810400274035
(158,),0.07474533093717822,0.7353688580030613,0.1285847360406581,0.3202770766189235,-0.4930166682394371,-0.2712588189121157,0.432609360563404,0.7857236971762571,0.5777036431743743,0.1677149106643027
(159,),-0.1977645392788124,-0.1994140555408802,-0.002426854799368605,-0.2452965754263013,0.5653155964373243,0.008827039703369177,0.1252871760053502,-0.3606229028273864,0.4471599649733604,-0.01968107183022239
(160,),-0.05928325638173748,0.2021972942116425,-0.2206279309507455,-0.2070201502439872,-0.3399506455658438,-0.4540419984397188,-0.7496200731598017,-0.06696286457695078,0.1462764501938053,-0.05296380090575725
(161,),0.2473218326451302,0.2186329935489757,0.4725358132204061,-0.288493366903753,-0.01716295606406748,0.6017452727348946,0.07881247596667396,0.294097491126436,-0.2850438511630443,0.2316050242644563
(162,),-0.6918596099266008,0.3512139946265845,0.3945582393646352,0.4202565312863155,0.4836993282318697,0.9037148953098961,-0.09494525721217395,0.174386480466996,0.1870823530052323,-0.1635303317989735
(163,),0.7593300308615436,-0.5451487364022392,-0.2699228859999407,-0.4861193011369372,0.2460734057326319,0.2224309955076992,-0.06151679265609256,0.4887608561972777,-0.03056539669382613,-0.3392398047991563
(164,),-0.2294231140269708,0.5306544890491294,-0.6673927473691382,-0.3487613798712375,0.1206532219199592,0.6893712643872363,0.3222067818153628,-0.1382204045171866,0.7644012872380379,0.1410562222862403
(165,),0.4643464756486266,0.05008468661888643,0.3033245380756996,-0.3564393362637923,0.5513100995755026,0.6417324736981769,0.117129540527028,-0.1992926167006297,-0.630563595746273,0.1187528552762021
(166,),-0.1250180451446956,0.4768313919090606,-0.4761351254165046,0.04973529949188121,-0.02715319174507583,-0.2242979345427147,0.5627662363117341,0.04173371065342606,-0.8391518141702596,-0.3781882502456025
(167,),0.08057385078479518,-0.3547785468712636,-0.8245705646358698,-0.4041450519581623,0.3466863786014779,0.0001503793288462063,0.1532435987597686,-0.4783874304417464,-0.1406016509280397,-0.06114971266233277
(168,),0.1874844416874922,-0.1150650077518998,-0.1817481683251082,0.2744071459418467,0.1841279504141071,0.01225085645938517,-0.09270252627051626,0.8424748992348258,-0.1083040323660375,0.2231929639620213
(169,),-0.7680707245827598,-0.4501475491493829,-0.4585432273279491,0.1873896817400028,0.03291772244289051,0.1917017378453761,0.3664247116498364,0.108176368696088,-0.6589981435948624,-0.3885520846865408
(170,),-0.03845861755027757,0.3790678665931363,0.002505451817909732,-0.6619753337802091,-0.007153980553911143,-0.7928386024340183,0.2512931720347979,0.4369249443825848,-0.005663892963919115,-0.6468078413514491
(171,),-0.430245280514415,0.4175374625833708,-0.2086131656797299,0.473297364835243,0.9481932537365667,0.01612197086427247,0.4074694121293786,-0.7640481531447559,0.2985100317444558,0.406096664213266
(172,),-0.8375308380114851,-0.2991169260754411,0.4951785346354151,-0.2922727051416658,0.8313062994703948,-0.302750865793036,-0.7777090733194446,-0.09072366279414817,-0.2536597834334245,-0.2536599342764352
(173,),0.2604623836021114,0.4679142389512483,0.502057944088423,0.1261200433224239,0.09930376135002705,0.7826665257637601,0.6219229291106105,-0.3612133643541634,0.4124804887092209,-0.3318086982677837
(174,),-0.2546461024360114,0.388152210185128,-0.4677229726558692,-0.1994158115274648,0.5138576836536465,0.02220814496071977,0.1796430782153052,0.05709949762442595,-0.3310337936479419,0.188422422305483
(175,),-0.7888486999088982,0.5857148343232699,-0.3527521706584985,-0.1375980823253696,0.1645728133239532,0.3642668376295317,0.2479038894157812,-0.6642238630167225,0.3135069875097976,-0.1223933632082836
(176,),-0.7488819950818039,-0.1227935834794961,0.7039142641040483,-0.1938659310246751,-0.06730155656909781,0.4380654568776115,0.1480584809577381,0.1794221138831745,-0.0495796908490328,0.7760768611339356
(177,),0.3828769478233555,-0.8158374646507071,-0.2401347689996006,-0.1863900573083234,-0.3554025437974982,-0.5635590441884231,0.6326970578667737,0.6523398571557328,0.4815885206239066,0.08097828146496266
(178,),0.04405426139061763,0.0985239283327996,0.04649584438498167,-0.3955704903233455,0.1507345969824639,0.2515870704176714,-0.1929911611397001,-0.8391077863766265,-0.3768115882489262,0.2928675965241849
(179,),-0.6592913476433511,-0.6478506762850353,0.0517948061192387,-0.3276084398055601,0.2647622231083167,-0.1481191383375485,-0.2415297166769787,-0.6560404089528913,0.0727929737895226,0.2216001840063421
(180,),-0.2452272562491142,-0.1377460701201934,0.3030554100784695,0.03292815649047898,0.075066309263778,0.8205211015617533,-0.3958023910298338,-0.2651152420387465,0.2671077648142934,0.4054913775974436
(181,),-0.4954402200969982,0.8760159231682801,-0.3472334497238981,-0.5287895859251273,0.07265056858102004,0.2262409823177332,0.2708712769600208,-0.2826863025274394,-0.5376948703771693,-0.4569875954214434
(182,),-0.5354086145598089,0.07097707908823526,-0.3453017800255241,0.2998134898631759,0.1056532630437403,0.4071971804009229,0.6632129465362979,-0.5186201624407993,0.7138856259858766,0.1951360388297963
(183,),-0.320173047510483,0.0796413642204461,-0.3023310481390885,0.2658403627604641,-0.2099876955912448,0.1623776480286683,-0.5843169064139959,-0.6980705563167633,-0.5025263298120752,0.18396732041355
(184,),0.1424316901670536,-0.3343470439318112,0.03455818834557478,0.4286350704579185,0.1453258038625266,-0.8101289715263968,0.2569510146836455,-0.279431174884028,0.9075711945949219,-0.03801180657283243
(185,),0.1135347023495521,-0.06774693578683827,0.1759443304577695,0.1272749979045354,-0.1889202400624321,0.09348555786541357,-0.2363309638824951,-0.1173467678173467,-0.004739747399023497,-0.1398202725690061
(186,),-0.3237850972836607,0.9147673831195264,-0.7113469283257847,0.3400500309593409,-0.1489513668905895,0.9068974548873955,-0.4948463841995921,0.3829790706185342,-0.3909899973658774,0.1657494533756321
(187,),-0.517620408379497,0.4090398964694394,0.6375223057868787,-0.2143459409846191,-0.7702741479491532,-0.2630273588130736,-0.1930905688197937,-0.01777470461693953,0.4690014978284725,0.1610999019608089
(188,),-0.07777434052032828,-0.2963096878259839,0.8654073603261001,-0.3023929773230049,-0.2722441629165766,-0.1527670240200414,-0.2544795417568906,-0.7591405300868704,-0.4530854030481586,0.1161902121915473
(189,),0.1790059099798536,-0.01176413784051866,-0.07624894331743903,-0.0231581523077995,0.4543950788772589,-0.7771230651393527,0.2805440410204928,-0.4219135043191798,-0.0226950958911095,0.1997310727570766
(190,),0.3796754408263665,-0.4400169909352096,0.4030361068494044,-0.06392976590201963,-0.1789942480315104,0.1857581401013658,0.3345807164176781,0.1611489246293112,0.3252372737197911,0.8705065126177673
(191,),0.3599011619992478,0.088513411675824,0.0433037879766679,0.03746072110904408,0.3162332605771088,-0.1030403873763455,-0.5906588408447759,0.6272864704409676,0.7915397698562197,-0.2565060209076498
(192,),-0.179583548938769,-0.07469031760642181,0.5330415871168583,0.3113690731960345,-0.2124988775650705,0.0858414872193497,0.3561572230469732,0.5877395628991061,0.2353764280878664,-0.307478785202261
(193,),0.1991127750511903,0.2351269768361033,0.5388514158638636,0.2239532380657899,-0.123937060167449,-0.04326662810814341,0.5226077929699818,-0.5122017183324403,-0.7379198569143831,-0.03693126397691354
(194,),0.6177024730253688,-0.06110399283553269,0.1660550380249677,0.7572719347544743,-0.4625170731416718,0.6163304669798254,-0.07302486650575399,-0.8448518869574055,-0.5056922620428936,-0.3107000877978777
(195,),-0.08961084341303915,-0.08544019451856466,-0.3290990128703967,0.03688640290900502,-0.4449201335624817,-0.9223288423058689,-0.6784081163484784,-0.09885088974768885,0.3908753757277953,0.7745127950944406
(196,),-0.3608579658237924,0.2291088819257185,0.03878163993835587,0.597462220250051,0.02018000666672054,-0.2243474486544472,-0.4184861122191231,0.5681022645308289,0.2598726124857115,-0.0848601650563442
(197,),0.07199539297581004,-0.2009049181637585,0.001288646674593996,0.8527319365052464,0.2509494385427957,-0.3015568269004774,-0.1831624123168417,-0.130406932537502,0.7885711427828116,-0.752723721416891
(198,),0.2864461948499654,0.1854431954824233,0.3824435815868793,0.1002132808241159,0.1556607613266357,0.0156818728560264,0.01363836163048709,-0.00937919645694063,-0.03975128066931088,0.05080938055229248
(199,),0.2064528871691613,-0.6192992749186517,-0.1562114496459505,-0.3272710945762697,-0.3775513112167697,0.08705747401748198,-0.7143326446933195,-0.01148353946263148,-0.7041950613758643,0.2229405237960027
(200,),0.19159155346585,-0.1438026892738633,-0.4841712227217831,-0.3256979466288476,0.7740935129784016,-0.6561960504813774,-0.2077396878757635,0.5936414043786611,-0.1724340111791203,-0.3182261617798686
