index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
(34,),5.311855785499584,0.2197120518823126,5.331859493227293,4.418766288612629,1.147869547757394,5.006146998689522,3.932695152821792,7.37498442934278,4.586142469623832,4.061923783901804,7.263711902557612,3.156459271218071,5.755616477952508,5.158613168513756,6.098689566181045,7.631927069864922,7.026400235303472,7.204841094771737,6.669760928820479,7.423972036534172,5.049874037626495,5.429261438228057,1.297809533328989,5.690212053315042,0.01275686900016916,2.93751108173734,4.937714984840103,5.325692398048732,6.427553519740744,4.678443899151697,7.338211622475018,3.270623161252817,7.448503080478989,0.6184358677515667,5.736132698691686,3.762632777495718,7.533756484878128,0.2035496580051728,4.117913929797388,3.004999128659299,6.074737124166671,3.982096365095007,3.864981155742353,5.127972005444441,0.7865811394003194,5.090458354913779,4.173189915599454,1.870540510735969,0.7380242413071549,7.734029097676113
(35,),5.625818522977942,1.025931128795975,0.1507907139698535,6.476308295492509,5.16635583529386,6.880508245762502,3.071919683357524,3.227890836796714,0.496861674961472,2.77924699597081,7.335702907938643,7.797888356012397,3.648404887030888,5.671932907170139,1.519553137698192,2.83017565236815,5.002110422310052,1.013115915711731,0.1247193643832576,2.773476064274838,5.432423265398556,6.035870719497439,4.604090957891755,7.611699834246617,0.6861035356470622,5.756208021105818,0.6144773580642875,1.976335988464045,0.7310459135680907,5.974325494763899,4.294769181273651,4.28594435962134,7.79558328280093,3.515505066427744,1.738285885966993,6.777803789332987,0.8474537385274692,7.527171981629633,5.595774251726479,1.438543509104243,6.991126990950344,7.966185179192317,6.108149945680742,4.977615269396315,6.744043785185259,7.089498977028766,1.842662484060121,3.18870549745139,2.01220658374286,2.888905157198983
(36,),7.116992199890978,0.6546601156924646,5.873826875301651,1.64902244166537,1.076989005388341,5.89076438985473,2.818535614495622,7.745846614215239,1.851283803795659,2.503345273471446,4.617912600693503,5.147422133243741,7.46357208602313,2.509685672143262,5.507035362152399,1.303224954561147,7.781319448553245,6.276580069819169,3.0200353868615,6.136097336306319,2.473173822727051,7.871246258148084,4.113630201482339,5.946598767999651,7.01410777207708,7.027710111958532,5.262383590473758,7.700520640184569,1.783466116215261,0.493191364303612,5.9633789131032,2.911272613376394,1.777828484006089,7.384294417929701,7.188058040632837,4.889206560597879,1.122577929705068,2.774542393114166,7.613392544153085,5.838980428625255,3.764432683565334,4.665278840463061,5.741987683405362,1.619609317379771,3.635582392249197,6.095481335855565,7.568780511954292,4.55746903653518,0.3542464668375243,5.510314179055039
(37,),0.9844898349485587,0.8769232534008109,1.540303497865784,3.78135256532095,0.2297518929830491,7.235128408576545,5.813240982957474,3.609196263477295,1.961709596408737,3.103184980646756,3.533529981397498,4.690433511229224,2.189447368941571,0.5821198331169443,6.748518845574366,7.514630518457159,4.114798164126356,4.210025070724132,4.244747573356984,6.01103550163912,7.121369604505014,6.214842912874083,5.934141129031283,5.256992697242749,1.708754863287759,2.878415652424423,7.542247870702067,6.242284400392426,5.720670919512346,2.690548036412532,2.380128075280189,6.932744372469208,5.226807867113808,5.769600499499206,4.253554485749501,4.292148155306296,1.210667660096629,0.7892457957288066,7.066422375761724,0.7158394866846433,6.619843523976578,5.930117006589473,0.9629814132354603,4.680183948780038,5.089189504750102,1.485233854597322,5.653487682648786,1.943725581401813,6.685932074811481,7.186451776696844
(38,),3.579533916530805,2.339047282515013,5.191487874473899,0.5696282412978451,2.331305592200804,7.992554884796978,5.130116579400651,4.665297297761645,4.933313148632715,1.308343490443291,1.476875524730131,3.789011653551161,6.873642046077197,5.36076269598123,5.477592659437772,5.71771311962241,0.7362301150491118,0.7921306644295515,6.339653911041669,7.301913230404807,2.213365036795882,3.145318788390692,0.1743291632240571,4.1843477204125,3.750526689788222,1.044284610471991,0.7676118106276056,0.8833032099966179,0.3641883721536428,4.217581965201764,2.129361728648278,3.155321234057973,4.195707121061604,4.537270541434238,1.853121576607236,1.531781253282552,3.221924032116956,7.388074570938111,6.474803583305995,3.803484798147078,5.724225784637707,7.853415614463693,3.793115774101097,0.9357501150279356,3.620335364286785,1.605359261609479,1.671240868750554,0.1848014715913626,6.747232644363971,4.818095646087559
(39,),3.847591076099299,0.7672816011345769,7.460845320943004,4.296056510063164,5.014943213356294,6.183521293003059,5.258459111745895,7.654475475175205,5.065030796007473,2.805991648302612,3.384878909619062,6.589027815422002,2.168425542613599,7.426060613966426,5.90335762720808,6.350178391492061,5.51774264538866,4.607982836760527,7.430680528159724,4.713901711218386,7.897732380302422,6.81700067312162,0.1913049939732979,3.086364583045987,5.610332574518827,4.452590311967089,4.93059908901302,2.530191060777931,7.808053884854293,3.988444727706624,4.620639608221874,6.860800078494284,3.732811208348567,2.32690022250194,5.752422169668343,1.957728935845015,3.191163774213342,5.986135412033288,3.715544151709163,2.362655475443262,3.505115570866065,1.419326618372093,3.453635505556665,2.198732964465047,4.55996612405949,4.56144463153911,7.669485772757113,7.443734099720488,7.823774014090708,4.937820297283055
(40,),4.717065521339113,5.839993019590701,5.836953799869299,0.3668796292808857,1.863954000929032,0.2527606822711987,6.352506079499754,0.5413587939621718,5.216777690809493,0.5652531814001097,4.256089129793482,7.639622401851151,0.2750198295951566,1.772214633969264,3.021188295976379,5.423813664028848,0.8826344139149824,2.714751760503662,3.078504011947864,4.294229629520887,1.736397907021694,6.870703389264503,0.9851473624382089,7.167550777780653,6.703356232533021,6.955375908779033,2.752388516332849,2.188357189103666,6.140543817875635,3.486377248339782,7.199054510062757,3.30906926193735,3.40607565774144,3.077811733980327,5.294724973619601,1.598115585204861,6.562731390558663,7.667184079896442,0.3504392386730655,3.833151939333801,6.377862403465045,2.632921609552286,1.264745425692485,4.493088721495709,4.296003215691039,0.8586670195626384,3.36671713612169,0.7670451126231981,3.126985532536293,4.714080521804584
(41,),6.891597573989064,1.648328825172566,2.571077035207561,2.762521510666041,0.9270008650223058,0.7674709135415263,5.094287250758814,0.1405786132124892,1.927177877190888,3.223666907958613,2.420328990368696,2.368468735529918,5.647726397453425,4.186681198093018,5.823256450361305,2.791449415611532,6.889639159913853,7.423260027036658,0.08074531977939212,5.588713439257028,3.50245235390175,6.915591427843997,7.979896791396008,7.709453679297355,6.770635923988499,2.642481773274298,6.764639410517512,3.862180005818818,0.5553392393354242,0.7424757847530562,0.82825536982603,3.769714550511297,5.161705575905864,2.649656381060813,7.304367751795767,1.687002063050987,7.127287482129945,1.941810003810668,2.90736681640142,5.940068195671524,4.808507676949265,6.351834549959807,5.687114433342499,3.991616695556348,5.435074145330115,5.734514597544048,5.845275852975409,7.852914244306575,0.3154242248726986,4.222697370987078
(42,),0.4570700321145826,4.11079683785942,2.027195931614084,6.347302599865078,7.888331076181421,2.471294708211236,6.932921546473373,1.44897392725968,0.4309976737379267,0.351953550199237,7.545598879066909,3.091977223461924,5.876593750772721,5.31233858366836,0.00570954270621075,1.287745344778871,2.037092425166901,0.1688885565501367,1.719751665800354,5.802241026764489,3.791529819287288,4.501934813865076,2.319146227487416,7.832965817856875,7.158349509924522,3.315006399826332,2.647733958656823,6.416088555133199,2.213724635795284,5.692232914392395,6.680556233592759,6.546834645724684,0.03076594182303607,3.878260258781504,7.073737839767736,6.632765312132598,0.4905120322635418,1.907283273677784,1.816226763932314,6.774472422606924,0.03386509246536588,0.5642938053902188,6.11327584436492,4.503173932964178,6.999233904736369,0.808269886842402,1.896054382758873,1.594617496567394,1.111965632605899,3.86266619813914
(43,),7.400070269991335,1.989848757672549,4.0263990656502,5.458852556499847,2.021915212975086,3.414549773549798,6.716421656504658,4.82341650202749,0.9465260307608804,2.057637327018399,0.4481547929239284,4.067010878734484,6.349106868272231,0.8758265505194354,0.9223544186084952,5.335766124731354,5.804412587852344,3.165342168590766,3.69842273370897,4.908754237772683,7.184938476711009,0.05343398843895879,5.702879503866825,6.874521647016443,2.346315145912736,0.2468879130126413,0.5558678295204814,4.273836070992707,1.557280020679385,0.3096167582653298,6.776895442703269,7.701583420524796,2.588331705033924,4.887006363229213,1.104006544071506,7.043311810769389,7.034451987754966,0.6708315282874148,1.041160081001536,2.468380172552381,6.393017429119205,5.441549971894837,0.08591493901437952,7.727264188502963,3.139460120159754,0.08411636874886708,7.089041936225961,1.535442429847242,6.092436657308028,6.696631083997753
(44,),3.129716221883871,5.153366347290669,4.923942715080477,3.884945343575144,3.047000613874119,5.262837667253399,7.029971686181789,3.527212865179153,7.699441244736236,4.345430517518423,2.1031611059025,3.919085107776808,6.005132046892649,1.658100113603251,1.436368368489998,2.178547089147925,1.715318512154573,6.32047067016731,0.511826129607927,5.011615611609153,6.170958768269047,7.964961796542234,1.783306997056227,5.934568031760659,3.330395571599248,1.088502037423608,2.30604605989333,4.482823800538704,2.983671358285669,5.306445517018875,1.931036277180299,2.517429206966483,2.82187455361918,0.1759034579882244,5.658319791367859,7.230722932583102,2.801247510223146,2.684476277291695,0.08026137972153062,0.1453245194717095,5.443853993730356,5.50509968440937,1.425203933054535,2.074392997539824,5.510907269435616,0.80227912915623,2.476656987909127,6.673437433564054,1.979947296729165,4.045806586348726
(45,),7.243276861421666,1.760524384287547,2.243172818520888,0.4654347587334249,1.978090060407723,3.084796485312622,5.551928752809543,0.7523419532529699,5.057182362965703,6.071608851799262,1.931271829580621,1.15206059784959,3.321694292809393,0.6394558976528169,3.351328788062685,4.891290241044492,0.651864277582685,1.614688331816639,0.6979614162950102,0.1172833001924228,2.691690714688474,0.4530947401599935,2.647962415570238,3.001127831236046,5.271728117536226,4.970099429854526,0.2465322660552269,7.330181009511809,6.288989557457008,3.165081989858364,3.083683516153471,7.725955276723178,7.432262558971693,6.774670111715022,5.359425125154047,0.4720857993451787,4.001483312442166,6.808214150610303,2.63741482269425,7.192708146111845,7.6261768144455,2.666448825893691,7.035915111855049,6.095535069526281,1.191803111182055,5.01390864998604,2.656842836865434,3.716162010827375,0.3221724250427856,3.451868910950754
(46,),6.744896084880986,3.17811987826056,5.617552414012489,4.421992961731501,7.820373037069952,7.478417749838734,4.464752423671097,0.71199545396927,7.831129515595637,7.258909202366787,1.16342224127964,5.959269358910861,3.606858718000546,1.414708178974195,4.50712025194102,6.495753544969744,5.617000490437814,7.517218814679411,0.09338476954493687,3.819248546274916,7.688458064845547,5.070032533168215,2.963820976948032,2.456536188115623,5.099126503290186,4.009874025698389,7.173482116924546,1.078805586657972,6.130616338371152,5.971520811991134,1.130252879847832,7.605515888795368,6.037703167192069,3.533421068868422,3.566606757589494,1.717996138351291,3.606396965713569,5.993770648386041,0.3070100317534372,4.761658474544539,2.897169097865726,5.442471715292508,7.245674975059626,1.251433965294547,4.009118407469918,1.874371971387758,5.429501106276574,4.889970849901339,3.734658688952931,1.664938674224206
(47,),7.949900344998633,2.836067029533727,5.358169644288018,3.851619153458473,1.200591898495883,3.930559245113291,3.203146548657794,4.034613880656459,1.150084433081998,4.303199323382893,2.530530821928312,2.278265439175416,5.642894544562531,5.493684382010557,6.133970445539529,3.394980807027176,3.653090090849595,0.0647175364504174,7.222286634880359,2.587417431179481,2.592934117597788,4.812490804577229,3.464679306436033,2.356853316644611,3.96226094663292,3.925119358040928,7.445583146923909,2.791848242862388,4.005668584843058,1.087079746102636,0.256036427882805,4.338484151344248,6.892697719701237,3.275179293108724,4.721737046643618,7.217806568430263,7.006469345166401,5.163069432266032,2.321894903641908,4.007170588020869,0.04692849129144192,2.7833927584237,0.07316535577057758,4.600110640831171,6.915695322605456,3.521896881317561,0.2105306519439957,6.273682394708915,7.178447406429351,3.74816156126165
(48,),2.047268019916279,3.349843235234434,5.079261960588302,1.398476996624347,7.942044633157967,6.690355554554459,2.101687536102888,6.836610687476173,1.976173881320511,6.698557461944386,6.115588627835304,6.862537102673868,6.300126410831326,7.253699215453034,1.590463358575844,6.690517708763834,7.54840260875148,7.35595287973694,5.507325538657835,0.8492270699045257,6.916011491378243,6.413784154302081,0.9500593440734088,1.978529377679093,4.186713645004223,6.960762245877887,6.733224422407889,7.514894146913138,2.407101324183007,7.64761381414745,5.762570199556631,6.920907508698535,6.177299254002316,5.146850068715247,4.530496082199374,1.545366589424573,1.951165026712262,2.700866262657596,4.834292550180149,6.044376229405334,4.209156134333234,2.559980731437681,3.062187279337411,2.195622047024871,5.239755591353273,5.737508253368437,4.353860552439055,5.646785467174605,4.1914380295566,1.41407782491685
(49,),0.2066492803753419,6.652563495403946,4.336441010147115,0.4949425764325384,2.178258894134786,2.898355495537765,3.838504743965018,2.863933778305757,3.40638489569005,4.08779326592405,0.8603442872991216,6.66274755073627,7.600213699616496,0.3519000020959079,7.036222299101007,5.717287713500732,0.8364493375162935,0.4751549318204094,3.52183615744171,6.223989506418572,7.763151731494816,3.011974248110527,5.379066627744617,3.334159977475352,2.392801615329194,0.5848227047263563,5.320423999771039,0.3596649068977963,1.597725475104537,1.044475997096554,1.033031360633555,5.40723448937591,7.396910801464629,3.539411937110262,5.843895583443556,6.182054109178848,4.882493617461437,4.259314913980955,7.026484726560004,4.657576686246768,3.701620935597988,6.739693100473767,3.394534034785296,3.381392792526289,0.6776944796053986,7.758956739969097,4.688373622864898,6.296837280614897,6.259203280670255,1.980616613975469
(50,),5.657134145843355,2.965276314155927,7.08577542769692,0.6977489666892304,5.85174652530182,1.998122933041793,7.951698380913517,3.855968626761458,3.156994176690759,7.212149689845713,6.185595842689075,7.317298618373615,4.349995550946806,7.819315551842652,4.267699929159419,2.456863256124232,2.988144879780636,3.767795272124226,2.064353076240084,2.124651978186705,3.888890089021478,3.85136723609338,7.642970368098647,0.1197418948447559,4.183832507388292,5.038044417767959,7.878720604683976,7.322366384166435,6.840064921520147,3.210451869013894,4.606676778215086,2.914269200149143,3.195662999793788,6.371034611144983,6.543697761545884,5.367499740938488,6.483489875764223,7.13668882171333,0.3782539499387456,0.07141348298642133,3.469224778609409,7.123069838783628,7.56966562147054,4.258547945163709,7.727120498614363,2.556028369457863,7.967388731716118,7.603218880396927,2.740587210277457,4.909883218429826
(51,),3.060317007748933,5.12201244808524,4.179506045434865,1.376819657454513,2.47915328568639,4.030922806773297,3.542117307773241,5.345228956132909,3.82128235941296,4.743979900535797,4.065186667335123,1.491742562036416,2.127780655766222,0.05640350199315836,6.317331190973729,5.357250402153783,1.889532512091571,7.990948830573144,7.399875924451965,5.264509695335308,7.015539827794862,1.224582029447556,1.133401958678834,6.85377609010455,2.580095409606711,0.2927401519887676,2.600993479833921,0.369228580923536,1.913424611718048,4.351111809160691,5.100041119232226,3.199480433189287,6.95812720144809,7.762768313456623,0.9250774720124717,3.732402107746655,7.876559803402848,2.290144189127945,5.923859680779955,4.726175426327659,1.301439584457754,6.106731171306062,3.667694850661241,1.09399735377568,3.601930312474526,2.197278966632058,0.7833246637739035,3.049339169190396,2.19891673710763,3.161401920685373
(52,),4.157319142589118,2.206382356219727,6.812477780477308,2.547213074907605,7.56559700778401,3.473309864824303,4.225067492798549,7.429043944394709,3.874403799217761,0.9988206497810118,0.06206650968573391,0.05991144400738017,4.525227569850185,7.98860936237511,1.525735920208647,4.051012643593062,7.082437393092285,4.974605085207892,6.226302961213975,5.719928673333682,0.1045767256217543,6.724545793449367,3.021536675848409,3.834761775066088,1.970527021008875,4.853381939982611,6.062389748155402,3.09574948548819,3.752148922225043,3.952837918720847,0.8541091861286558,7.720604276208896,2.211962634625442,6.121408554252217,7.174001099897129,6.722333084604558,0.8478588567492955,4.29059446291228,4.011467554724699,6.369116882136513,5.826987360884111,7.008496856197942,7.473177654061666,6.474804332389304,1.125587286570317,1.436801894886919,5.799074151697735,1.187721545042217,7.313285804194355,0.3893301329113953
(53,),1.770888533667232,7.97825833550619,0.2421465623630313,7.131074920530497,6.689324139116558,4.181331456702781,4.511629212438148,5.274775909821466,1.648589035615751,2.018988655581021,5.621932785281857,6.52414893921289,5.46039001630562,6.619314175534882,2.230558347986305,1.806111175604179,3.391644375055693,6.303342475334015,5.368274568246939,0.9717654985904685,5.212493396154681,6.190496969266257,7.279791585745595,6.586903815288251,3.935220751198785,7.584542899921295,1.392153536109822,6.759616149925816,3.193888293257853,5.352352542460831,2.666479296040783,5.067349790428995,6.533775888303643,5.945589862263087,6.894050550949303,7.744681115941823,5.571396984955046,2.378931210533602,5.577513678433617,5.090179176186067,5.372169515068038,4.232335350155085,2.880234330381493,0.4058095107195894,1.172166060959046,5.647074024975922,6.047755883106396,5.017209447876786,6.034644250928904,6.248743214629084
(54,),7.295969672180462,6.2949747251436,6.38159050091087,4.557451865181003,0.3586069745730154,7.356215121294763,0.3866413638713523,0.6099534706303258,3.953042129072458,6.887091052388463,7.130568726062689,5.442896081667497,5.526875401205494,0.9111207587664598,4.234189025719392,0.7998124423035048,3.468603790401469,3.415054447950456,5.66621759495604,7.191515765786544,0.5044627486926504,2.91247138858302,4.434002861229554,5.354172634929962,0.5970036020874291,2.517145661379097,6.474597850131078,3.164491808625745,1.859718538050202,1.323967456397404,3.251567496778373,6.461399133995534,7.589374818210325,6.878560759616614,6.388692736286735,2.19579405011761,1.974081034156026,2.310718218116648,5.716495169456764,0.6921097389781469,2.647697751111374,5.213026826774338,0.7268575960990076,6.703750896438256,3.191811330963367,5.138953086030023,2.416497751697636,0.3868618833592582,4.705272694897269,0.8623711776972156
(55,),5.790557077308735,7.527121019726972,1.084821954210735,4.171216122191197,7.469372240941285,0.7313878100148145,7.883255990281843,0.525847627967227,4.519799758736124,7.282599351878988,1.369609944160526,6.777965461292882,3.99960559428705,2.836778527220335,4.869997996668538,4.222269063241993,6.300038265998712,7.56876243692873,6.168244561941064,5.26592700773959,0.4213109449370569,3.928191641165539,7.293084933848992,6.718264992439684,0.0006275598053678383,5.918070379970167,7.287387642355387,7.831156210151228,1.334883095137879,5.238899870740223,2.07009789701086,6.335689284467222,5.372277013296255,0.2330178590008007,1.625911932703787,6.740259568019026,4.470119010644071,3.480856908595622,1.411856914954918,0.00320686446127694,0.6970089579268886,5.165794360555966,0.5985389134017463,6.07137431841095,1.482931563520233,7.036229425250558,3.311970776540585,0.1374668387359754,2.92421904814348,4.680509056515002
(56,),5.132674395860179,3.447893075579086,4.031322667902256,2.800718093386267,2.499328681973167,6.979715052910237,0.5012117235467193,3.377010736037783,1.187044385452248,0.5981496104394601,2.441748779407577,0.5761807100842482,2.57360469432115,5.250419683646022,7.403591627799158,1.408040246876557,1.638664524220399,0.5378691566233128,6.017721510155422,1.653406428648838,6.237008971368516,6.237929000312024,5.468506880433718,3.705364732037794,7.234424523593503,3.658477906853713,6.341143585591101,2.029207203331556,7.329732920646009,5.650603385072596,2.765937415469164,0.5106004604007854,3.183983734744527,6.962549973427201,7.437076194776989,3.72171553009068,5.075132647318322,1.082473702690114,2.170024403700298,4.623230898145347,6.438451728395942,4.76787786553648,4.401678194474649,2.6985589998616,6.606188435491148,4.81708732148283,4.120903501407472,5.180062954596009,6.601373791392063,4.490663443388057
(57,),3.947467852757625,5.386089125707611,4.811179688391241,4.281548981239275,6.019256362374048,3.414106276294145,4.406255491943719,3.104916277495037,1.951287341194286,4.165492087769297,7.239206380478775,6.882601576964592,7.96375883562142,4.274605713130605,7.996306258628864,0.112040407563278,4.683264533351366,1.288993486293069,3.872703894477269,1.031804547761368,7.294015878725632,7.667719489144356,3.169056831489401,3.995510751380231,7.036364952340096,7.607691792756952,5.063143472113691,1.637833736523191,7.785073854794838,4.851713606228208,5.717408559055254,1.358878140009075,3.788441094485244,3.46509293370772,5.675384902479033,4.754736452446651,3.364327506960209,3.714556369545886,2.576532554975882,2.407537457675704,5.474645647272154,3.83698537636367,7.242686135898169,6.665733241146219,0.3245774481782829,4.689747183801313,4.177989725940309,5.575293667633929,6.615218455256334,0.7903472191102162
(58,),1.606057163372479,4.331291525535195,3.127755210872207,0.4203368301359745,5.473173199973599,4.590349582589283,3.509963644399608,5.498104457930941,7.903285794295093,6.761522877683284,3.425012942039912,6.319071897434798,5.613300016162295,6.357280635557808,7.530325254910888,2.034808536201798,5.700733926326911,5.574266168661745,5.579100584805685,1.666123798446985,5.725744480857558,1.724754155506259,5.431205624860866,4.787735264918874,6.226859653200027,7.701374451914235,2.176871338882016,0.4746064867839753,4.551047189171467,1.017464115720396,6.701968095190042,4.820545051453395,2.786971013227554,7.207152154014343,0.1295841429628258,7.188719288613529,5.375649589705456,7.810159511051894,0.1329048944010366,2.862989647257047,5.42357647562978,1.043213297692316,4.2283425965209,3.043173398436376,1.406260166244813,7.19889133566217,1.842752524955495,2.400644947618594,5.695981858055128,0.6681643601853455
(59,),0.9182136122077468,3.174778179413672,0.8542734188332742,3.596404608760362,2.589754093425272,7.407667992769039,2.121719770104604,2.580858230999838,1.852809222811384,0.6416992929608227,3.484466134820573,6.619039509531136,3.450095653730116,6.704617871635928,7.320999452246382,3.280349171080375,0.344307508726707,1.54316646990895,0.6068857478559715,7.642431365877937,2.398376722269007,6.381401052247434,2.227828758047828,4.946711830519567,4.141131380733243,5.238050771738059,6.612325677775395,2.611890580452109,6.623927360281698,0.01532010362920579,2.442059011592248,6.320058956447828,3.91849628492451,0.853912345597222,5.924601294378657,4.88483293716644,3.448692138790994,2.968319061444014,5.016679232837669,0.976232618477333,5.533148018246467,0.1549850354038246,2.537370276439999,6.369917331072972,3.811947122545067,1.789008359250148,6.293853690377027,0.1033127221302451,5.236876481953931,1.828030652545169
(60,),4.824901943443742,1.939171280671323,6.21933478973668,1.33736178503845,4.181872000442267,2.438918590991301,2.755833959926719,7.89631486315386,7.660789591524536,5.039440864164851,4.020833687024597,7.772736669742768,0.8891943640001096,6.097033873906573,6.890724662997379,1.699160262590298,3.902722273212435,0.3165622796584074,5.955972738263691,6.179645911257929,2.398098977409725,7.574580584054507,1.252492330834826,3.306159137212598,7.75751334916658,0.3114109737454934,1.720036178003438,2.273236670562465,6.261078178232502,5.810363653690811,7.327597681842573,3.977932400069601,1.237638106492411,4.74870687076019,4.281740963616667,7.446926055536236,6.745455786612938,1.486605214877345,6.090317641281414,3.028953691666055,6.473258855729235,6.150418631497852,4.316207769593217,1.994979884299614,5.288027963801452,0.01303901784207026,0.5958948389612374,4.959068469855036,3.479381263547176,3.655968154070901
