index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
26,NaN,1.0,NaN,NaN,0.03461098,-0.03461098,2.233213,-2.233213,8.708653,-8.708653,20.50705,-20.50705,34.51466,-34.51466,37.82222,-37.82222,1.033912,-1.033912,-123.3125,123.3125,-383.1733,383.1733,-767.602,767.602,-1082.623,1082.623,-767.6019,767.6019,-383.1702,383.1702,-123.3011,123.3011,1.060311,-1.060311,37.86605,-37.86605,34.56151,-34.56151,20.50473,-20.50473,8.544859,-8.544859,1.736572,-1.736572,-0.947045,0.947045,-1.362414,1.362414,-0.9135821,0.9135821,-0.3538179,0.3538179,0.001081593,-0.001081593,0.06762472,-0.06762472,0.1336512,-0.1336512,0.1663423,-0.1663423,0.06903826,-0.06903826,-0.3343767,0.3343767,-1.252996,1.252996,-2.736192,2.736192,-4.234821,4.234821,-3.89275,3.89275,2.168992,-2.168992,19.68882,-19.68882,2.169078,-2.169078,-3.89258,3.89258,-4.234613,4.234613,-2.736116,2.736116,-1.253446,1.253446,-0.3360073,0.3360073,0.06552815,-0.06552815,0.1609871,-0.1609871,0.1288959,-0.1288959,0.07088277,-0.07088277,0.02700626,-0.02700626,0.003466645,-0.003466645,-0.006435822,0.006435822,-0.01105681,0.01105681
27,1.0,NaN,NaN,NaN,0.6267259,-0.6267259,0.5426972,-0.5426972,-1.888934,1.888934,-8.564243,8.564243,-20.47702,20.47702,-34.53021,34.53021,-37.84552,37.84552,-1.050712,1.050712,123.304,-123.304,383.1704,-383.1704,767.6019,-767.6019,1082.624,-1082.624,767.6022,-767.6022,383.1702,-383.1702,123.3014,-123.3014,-1.05868,1.05868,-37.86126,37.86126,-34.55204,34.55204,-20.4916,20.4916,-8.53609,8.53609,-1.753524,1.753524,0.8655179,-0.8655179,1.168051,-1.168051,0.5876633,-0.5876633,0.01958519,-0.01958519,-0.02221108,0.02221108,-0.07336256,0.07336256,-0.1326149,0.1326149,-0.163671,0.163671,-0.06688763,0.06688763,0.3355586,-0.3355586,1.253441,-1.253441,2.736248,-2.736248,4.234739,-4.234739,3.892657,-3.892657,-2.169054,2.169054,-19.68885,19.68885,-2.169082,2.169082,3.892597,-3.892597,4.234651,-4.234651,2.736171,-2.736171,1.253494,-1.253494,0.335976,-0.335976,-0.0657794,0.0657794,-0.1616544,0.1616544,-0.1301102,0.1301102,-0.07239088,0.07239088,-0.0275913,0.0275913,-0.0002273513,0.0002273513,0.01836448,-0.01836448
28,NaN,1.0,NaN,NaN,-0.6267259,0.6267259,-0.5426972,0.5426972,1.888934,-1.888934,8.564243,-8.564243,20.47702,-20.47702,34.53021,-34.53021,37.84552,-37.84552,1.050712,-1.050712,-123.304,123.304,-383.1704,383.1704,-767.6019,767.6019,-1082.624,1082.624,-767.6022,767.6022,-383.1702,383.1702,-123.3014,123.3014,1.05868,-1.05868,37.86126,-37.86126,34.55204,-34.55204,20.4916,-20.4916,8.53609,-8.53609,1.753524,-1.753524,-0.8655179,0.8655179,-1.168051,1.168051,-0.5876633,0.5876633,-0.01958519,0.01958519,0.02221108,-0.02221108,0.07336256,-0.07336256,0.1326149,-0.1326149,0.163671,-0.163671,0.06688763,-0.06688763,-0.3355586,0.3355586,-1.253441,1.253441,-2.736248,2.736248,-4.234739,4.234739,-3.892657,3.892657,2.169054,-2.169054,19.68885,-19.68885,2.169082,-2.169082,-3.892597,3.892597,-4.234651,4.234651,-2.736171,2.736171,-1.253494,1.253494,-0.335976,0.335976,0.0657794,-0.0657794,0.1616544,-0.1616544,0.1301102,-0.1301102,0.07239088,-0.07239088,0.0275913,-0.0275913,0.0002273513,-0.0002273513,-0.01836448,0.01836448
29,1.0,NaN,NaN,NaN,0.5876633,-0.5876633,1.168051,-1.168051,0.8655179,-0.8655179,-1.753524,1.753524,-8.53609,8.53609,-20.4916,20.4916,-34.55204,34.55204,-37.86126,37.86126,-1.05868,1.05868,123.3014,-123.3014,383.1702,-383.1702,767.6022,-767.6022,1082.624,-1082.624,767.6019,-767.6019,383.1704,-383.1704,123.304,-123.304,-1.050712,1.050712,-37.84552,37.84552,-34.53021,34.53021,-20.47702,20.47702,-8.564243,8.564243,-1.888934,1.888934,0.5426972,-0.5426972,0.6267259,-0.6267259,0.01836448,-0.01836448,-0.0002273513,0.0002273513,-0.0275913,0.0275913,-0.07239088,0.07239088,-0.1301102,0.1301102,-0.1616544,0.1616544,-0.0657794,0.0657794,0.335976,-0.335976,1.253494,-1.253494,2.736171,-2.736171,4.234651,-4.234651,3.892597,-3.892597,-2.169082,2.169082,-19.68885,19.68885,-2.169054,2.169054,3.892657,-3.892657,4.234739,-4.234739,2.736248,-2.736248,1.253441,-1.253441,0.3355586,-0.3355586,-0.06688763,0.06688763,-0.163671,0.163671,-0.1326149,0.1326149,-0.07336256,0.07336256,-0.02221108,0.02221108,0.01958519,-0.01958519
30,NaN,1.0,NaN,NaN,-0.5876633,0.5876633,-1.168051,1.168051,-0.8655179,0.8655179,1.753524,-1.753524,8.53609,-8.53609,20.4916,-20.4916,34.55204,-34.55204,37.86126,-37.86126,1.05868,-1.05868,-123.3014,123.3014,-383.1702,383.1702,-767.6022,767.6022,-1082.624,1082.624,-767.6019,767.6019,-383.1704,383.1704,-123.304,123.304,1.050712,-1.050712,37.84552,-37.84552,34.53021,-34.53021,20.47702,-20.47702,8.564243,-8.564243,1.888934,-1.888934,-0.5426972,0.5426972,-0.6267259,0.6267259,-0.01836448,0.01836448,0.0002273513,-0.0002273513,0.0275913,-0.0275913,0.07239088,-0.07239088,0.1301102,-0.1301102,0.1616544,-0.1616544,0.0657794,-0.0657794,-0.335976,0.335976,-1.253494,1.253494,-2.736171,2.736171,-4.234651,4.234651,-3.892597,3.892597,2.169082,-2.169082,19.68885,-19.68885,2.169054,-2.169054,-3.892657,3.892657,-4.234739,4.234739,-2.736248,2.736248,-1.253441,1.253441,-0.3355586,0.3355586,0.06688763,-0.06688763,0.163671,-0.163671,0.1326149,-0.1326149,0.07336256,-0.07336256,0.02221108,-0.02221108,-0.01958519,0.01958519
31,1.0,NaN,NaN,NaN,0.3538179,-0.3538179,0.9135821,-0.9135821,1.362414,-1.362414,0.947045,-0.947045,-1.736572,1.736572,-8.544859,8.544859,-20.50473,20.50473,-34.56151,34.56151,-37.86605,37.86605,-1.060311,1.060311,123.3011,-123.3011,383.1702,-383.1702,767.6019,-767.6019,1082.623,-1082.623,767.602,-767.602,383.1733,-383.1733,123.3125,-123.3125,-1.033912,1.033912,-37.82222,37.82222,-34.51466,34.51466,-20.50705,20.50705,-8.708653,8.708653,-2.233213,2.233213,-0.03461098,0.03461098,0.01105681,-0.01105681,0.006435822,-0.006435822,-0.003466645,0.003466645,-0.02700626,0.02700626,-0.07088277,0.07088277,-0.1288959,0.1288959,-0.1609871,0.1609871,-0.06552815,0.06552815,0.3360073,-0.3360073,1.253446,-1.253446,2.736116,-2.736116,4.234613,-4.234613,3.89258,-3.89258,-2.169078,2.169078,-19.68882,19.68882,-2.168992,2.168992,3.89275,-3.89275,4.234821,-4.234821,2.736192,-2.736192,1.252996,-1.252996,0.3343767,-0.3343767,-0.06903826,0.06903826,-0.1663423,0.1663423,-0.1336512,0.1336512,-0.06762472,0.06762472,-0.001081593,0.001081593
32,NaN,1.0,NaN,NaN,-0.3538179,0.3538179,-0.9135821,0.9135821,-1.362414,1.362414,-0.947045,0.947045,1.736572,-1.736572,8.544859,-8.544859,20.50473,-20.50473,34.56151,-34.56151,37.86605,-37.86605,1.060311,-1.060311,-123.3011,123.3011,-383.1702,383.1702,-767.6019,767.6019,-1082.623,1082.623,-767.602,767.602,-383.1733,383.1733,-123.3125,123.3125,1.033912,-1.033912,37.82222,-37.82222,34.51466,-34.51466,20.50705,-20.50705,8.708653,-8.708653,2.233213,-2.233213,0.03461098,-0.03461098,-0.01105681,0.01105681,-0.006435822,0.006435822,0.003466645,-0.003466645,0.02700626,-0.02700626,0.07088277,-0.07088277,0.1288959,-0.1288959,0.1609871,-0.1609871,0.06552815,-0.06552815,-0.3360073,0.3360073,-1.253446,1.253446,-2.736116,2.736116,-4.234613,4.234613,-3.89258,3.89258,2.169078,-2.169078,19.68882,-19.68882,2.168992,-2.168992,-3.89275,3.89275,-4.234821,4.234821,-2.736192,2.736192,-1.252996,1.252996,-0.3343767,0.3343767,0.06903826,-0.06903826,0.1663423,-0.1663423,0.1336512,-0.1336512,0.06762472,-0.06762472,0.001081593,-0.001081593
33,1.0,NaN,NaN,NaN,0.1500986,-0.1500986,0.4920812,-0.4920812,0.9960359,-0.9960359,1.396999,-1.396999,0.9542344,-0.9542344,-1.740298,1.740298,-8.550443,8.550443,-20.50876,20.50876,-34.56355,34.56355,-37.86672,37.86672,-1.060311,1.060311,123.3014,-123.3014,383.1704,-383.1704,767.602,-767.602,1082.623,-1082.623,767.6019,-767.6019,383.1728,-383.1728,123.3116,-123.3116,-1.035204,1.035204,-37.82309,37.82309,-34.51301,34.51301,-20.49907,20.49907,-8.68964,8.68964,-2.201331,2.201331,0.004690582,-0.004690582,0.005996374,-0.005996374,0.005061627,-0.005061627,-0.003218474,0.003218474,-0.02636652,0.02636652,-0.07036773,0.07036773,-0.1286129,0.1286129,-0.1608805,0.1608805,-0.06551458,0.06551458,0.3359879,-0.3359879,1.253424,-1.253424,2.736102,-2.736102,4.234607,-4.234607,3.892578,-3.892578,-2.169079,2.169079,-19.68882,19.68882,-2.168996,2.168996,3.892746,-3.892746,4.234824,-4.234824,2.736217,-2.736217,1.253061,-1.253061,0.3344955,-0.3344955,-0.06889076,0.06889076,-0.166285,0.166285,-0.1339681,0.1339681,-0.06879159,0.06879159
34,NaN,1.0,NaN,NaN,-0.1500986,0.1500986,-0.4920812,0.4920812,-0.9960359,0.9960359,-1.396999,1.396999,-0.9542344,0.9542344,1.740298,-1.740298,8.550443,-8.550443,20.50876,-20.50876,34.56355,-34.56355,37.86672,-37.86672,1.060311,-1.060311,-123.3014,123.3014,-383.1704,383.1704,-767.602,767.602,-1082.623,1082.623,-767.6019,767.6019,-383.1728,383.1728,-123.3116,123.3116,1.035204,-1.035204,37.82309,-37.82309,34.51301,-34.51301,20.49907,-20.49907,8.68964,-8.68964,2.201331,-2.201331,-0.004690582,0.004690582,-0.005996374,0.005996374,-0.005061627,0.005061627,0.003218474,-0.003218474,0.02636652,-0.02636652,0.07036773,-0.07036773,0.1286129,-0.1286129,0.1608805,-0.1608805,0.06551458,-0.06551458,-0.3359879,0.3359879,-1.253424,1.253424,-2.736102,2.736102,-4.234607,4.234607,-3.892578,3.892578,2.169079,-2.169079,19.68882,-19.68882,2.168996,-2.168996,-3.892746,3.892746,-4.234824,4.234824,-2.736217,2.736217,-1.253061,1.253061,-0.3344955,0.3344955,0.06889076,-0.06889076,0.166285,-0.166285,0.1339681,-0.1339681,0.06879159,-0.06879159
35,1.0,NaN,NaN,NaN,0.03240718,-0.03240718,0.1799523,-0.1799523,0.5098862,-0.5098862,1.003502,-1.003502,1.398538,-1.398538,0.9533908,-0.9533908,-1.74158,1.74158,-8.551418,8.551418,-20.50927,20.50927,-34.56355,34.56355,-37.86605,37.86605,-1.05868,1.05868,123.304,-123.304,383.1733,-383.1733,767.6019,-767.6019,1082.613,-1082.613,767.5719,-767.5719,383.1137,-383.1137,123.2297,-123.2297,-1.089833,1.089833,-37.71764,37.71764,-34.00577,34.00577,-19.28981,19.28981,-6.661885,6.661885,0.001012724,-0.001012724,0.00359806,-0.00359806,0.005699651,-0.005699651,0.005115073,-0.005115073,-0.003080634,0.003080634,-0.02625574,0.02625574,-0.07030698,0.07030698,-0.1285896,0.1285896,-0.1608754,0.1608754,-0.06551331,0.06551331,0.335993,-0.335993,1.253433,-1.253433,2.736105,-2.736105,4.234579,-4.234579,3.89248,-3.89248,-2.16929,2.16929,-19.68914,19.68914,-2.169281,2.169281,3.892945,-3.892945,4.236388,-4.236388,2.740368,-2.740368,1.260615,-1.260615,0.3438779,-0.3438779,-0.06525107,0.06525107,-0.1864388,0.1864388,-0.2081839,0.2081839
36,NaN,1.0,NaN,NaN,-0.03240718,0.03240718,-0.1799523,0.1799523,-0.5098862,0.5098862,-1.003502,1.003502,-1.398538,1.398538,-0.9533908,0.9533908,1.74158,-1.74158,8.551418,-8.551418,20.50927,-20.50927,34.56355,-34.56355,37.86605,-37.86605,1.05868,-1.05868,-123.304,123.304,-383.1733,383.1733,-767.6019,767.6019,-1082.613,1082.613,-767.5719,767.5719,-383.1137,383.1137,-123.2297,123.2297,1.089833,-1.089833,37.71764,-37.71764,34.00577,-34.00577,19.28981,-19.28981,6.661885,-6.661885,-0.001012724,0.001012724,-0.00359806,0.00359806,-0.005699651,0.005699651,-0.005115073,0.005115073,0.003080634,-0.003080634,0.02625574,-0.02625574,0.07030698,-0.07030698,0.1285896,-0.1285896,0.1608754,-0.1608754,0.06551331,-0.06551331,-0.335993,0.335993,-1.253433,1.253433,-2.736105,2.736105,-4.234579,4.234579,-3.89248,3.89248,2.16929,-2.16929,19.68914,-19.68914,2.169281,-2.169281,-3.892945,3.892945,-4.236388,4.236388,-2.740368,2.740368,-1.260615,1.260615,-0.3438779,0.3438779,0.06525107,-0.06525107,0.1864388,-0.1864388,0.2081839,-0.2081839
37,1.0,NaN,NaN,NaN,-0.01505212,0.01505212,0.0185473,-0.0185473,0.1716918,-0.1716918,0.5064156,-0.5064156,1.002741,-1.002741,1.398793,-1.398793,0.953717,-0.953717,-1.741496,1.741496,-8.551418,8.551418,-20.50876,20.50876,-34.56151,34.56151,-37.86126,37.86126,-1.050712,1.050712,123.3125,-123.3125,383.1728,-383.1728,767.5719,-767.5719,1082.523,-1082.523,767.3932,-767.3932,382.866,-382.866,123.0644,-123.0644,-0.7707321,0.7707321,-36.18261,36.18261,-30.3462,30.3462,-13.15322,13.15322,-0.0004703788,0.0004703788,0.001520361,-0.001520361,0.003735785,-0.003735785,0.005674352,-0.005674352,0.005050055,-0.005050055,-0.003133566,0.003133566,-0.02628522,0.02628522,-0.07031681,0.07031681,-0.1285846,0.1285846,-0.160857,0.160857,-0.06548128,0.06548128,0.336031,-0.336031,1.253447,-1.253447,2.736022,-2.736022,4.234281,-4.234281,3.89184,-3.89184,-2.170265,2.170265,-19.69,19.69,-2.168681,2.168681,3.897677,-3.897677,4.24895,-4.24895,2.763227,-2.763227,1.289009,-1.289009,0.3548927,-0.3548927,-0.1262425,0.1262425,-0.4110381,0.4110381
38,NaN,1.0,NaN,NaN,0.01505212,-0.01505212,-0.0185473,0.0185473,-0.1716918,0.1716918,-0.5064156,0.5064156,-1.002741,1.002741,-1.398793,1.398793,-0.953717,0.953717,1.741496,-1.741496,8.551418,-8.551418,20.50876,-20.50876,34.56151,-34.56151,37.86126,-37.86126,1.050712,-1.050712,-123.3125,123.3125,-383.1728,383.1728,-767.5719,767.5719,-1082.523,1082.523,-767.3932,767.3932,-382.866,382.866,-123.0644,123.0644,0.7707321,-0.7707321,36.18261,-36.18261,30.3462,-30.3462,13.15322,-13.15322,0.0004703788,-0.0004703788,-0.001520361,0.001520361,-0.003735785,0.003735785,-0.005674352,0.005674352,-0.005050055,0.005050055,0.003133566,-0.003133566,0.02628522,-0.02628522,0.07031681,-0.07031681,0.1285846,-0.1285846,0.160857,-0.160857,0.06548128,-0.06548128,-0.336031,0.336031,-1.253447,1.253447,-2.736022,2.736022,-4.234281,4.234281,-3.89184,3.89184,2.170265,-2.170265,19.69,-19.69,2.168681,-2.168681,-3.897677,3.897677,-4.24895,4.24895,-2.763227,2.763227,-1.289009,1.289009,-0.3548927,0.3548927,0.1262425,-0.1262425,0.4110381,-0.4110381
39,1.0,NaN,NaN,NaN,-0.02355475,0.02355475,-0.03673895,0.03673895,0.00562406,-0.00562406,0.1662599,-0.1662599,0.5052078,-0.5052078,1.00309,-1.00309,1.399207,-1.399207,0.953717,-0.953717,-1.74158,1.74158,-8.550443,8.550443,-20.50473,20.50473,-34.55204,34.55204,-37.84552,37.84552,-1.033912,1.033912,123.3116,-123.3116,383.1137,-383.1137,767.3932,-767.3932,1082.17,-1082.17,766.904,-766.904,382.5396,-382.5396,123.6944,-123.6944,2.260038,-2.260038,-28.95714,28.95714,-18.23011,18.23011,-0.0007360859,0.0007360859,0.0003240798,-0.0003240798,0.00173585,-0.00173585,0.003696027,-0.003696027,0.005572252,-0.005572252,0.004966697,-0.004966697,-0.003180153,0.003180153,-0.02630024,0.02630024,-0.07030646,0.07030646,-0.1285489,0.1285489,-0.1607946,0.1607946,-0.06540688,0.06540688,0.3360573,-0.3360573,1.253284,-1.253284,2.735435,-2.735435,4.233019,-4.233019,3.889917,-3.889917,-2.171968,2.171968,-19.68882,19.68882,-2.159337,2.159337,3.922479,-3.922479,4.294084,-4.294084,2.819288,-2.819288,1.310757,-1.310757,0.2344713,-0.2344713,-0.569691,0.569691
40,NaN,1.0,NaN,NaN,0.02355475,-0.02355475,0.03673895,-0.03673895,-0.00562406,0.00562406,-0.1662599,0.1662599,-0.5052078,0.5052078,-1.00309,1.00309,-1.399207,1.399207,-0.953717,0.953717,1.74158,-1.74158,8.550443,-8.550443,20.50473,-20.50473,34.55204,-34.55204,37.84552,-37.84552,1.033912,-1.033912,-123.3116,123.3116,-383.1137,383.1137,-767.3932,767.3932,-1082.17,1082.17,-766.904,766.904,-382.5396,382.5396,-123.6944,123.6944,-2.260038,2.260038,28.95714,-28.95714,18.23011,-18.23011,0.0007360859,-0.0007360859,-0.0003240798,0.0003240798,-0.00173585,0.00173585,-0.003696027,0.003696027,-0.005572252,0.005572252,-0.004966697,0.004966697,0.003180153,-0.003180153,0.02630024,-0.02630024,0.07030646,-0.07030646,0.1285489,-0.1285489,0.1607946,-0.1607946,0.06540688,-0.06540688,-0.3360573,0.3360573,-1.253284,1.253284,-2.735435,2.735435,-4.233019,4.233019,-3.889917,3.889917,2.171968,-2.171968,19.68882,-19.68882,2.159337,-2.159337,-3.922479,3.922479,-4.294084,4.294084,-2.819288,2.819288,-1.310757,1.310757,-0.2344713,0.2344713,0.569691,-0.569691
41,1.0,NaN,NaN,NaN,-0.01718629,0.01718629,-0.03937117,0.03937117,-0.04615758,0.04615758,0.001657849,-0.001657849,0.1653265,-0.1653265,0.5053078,-0.5053078,1.00309,-1.00309,1.398793,-1.398793,0.9533908,-0.9533908,-1.740298,1.740298,-8.544859,8.544859,-20.4916,20.4916,-34.53021,34.53021,-37.82222,37.82222,-1.035204,1.035204,123.2297,-123.2297,382.866,-382.866,766.904,-766.904,1081.492,-1081.492,766.4516,-766.4516,383.4128,-383.4128,127.895,-127.895,12.2744,-12.2744,-12.16448,12.16448,-0.0005370716,0.0005370716,-0.0001562057,0.0001562057,0.000481202,-0.000481202,0.001706308,-0.001706308,0.003620413,-0.003620413,0.005509771,-0.005509771,0.004931282,-0.004931282,-0.003189994,0.003189994,-0.02628451,0.02628451,-0.07025896,0.07025896,-0.1284648,0.1284648,-0.160693,0.160693,-0.0653711,0.0653711,0.3358312,-0.3358312,1.25247,-1.25247,2.733685,-2.733685,4.230353,-4.230353,3.887557,-3.887557,-2.170324,2.170324,-19.67587,19.67587,-2.124961,2.124961,3.985035,-3.985035,4.371784,-4.371784,2.84943,-2.84943,1.143855,-1.143855,-0.38014,0.38014
42,NaN,1.0,NaN,NaN,0.01718629,-0.01718629,0.03937117,-0.03937117,0.04615758,-0.04615758,-0.001657849,0.001657849,-0.1653265,0.1653265,-0.5053078,0.5053078,-1.00309,1.00309,-1.398793,1.398793,-0.9533908,0.9533908,1.740298,-1.740298,8.544859,-8.544859,20.4916,-20.4916,34.53021,-34.53021,37.82222,-37.82222,1.035204,-1.035204,-123.2297,123.2297,-382.866,382.866,-766.904,766.904,-1081.492,1081.492,-766.4516,766.4516,-383.4128,383.4128,-127.895,127.895,-12.2744,12.2744,12.16448,-12.16448,0.0005370716,-0.0005370716,0.0001562057,-0.0001562057,-0.000481202,0.000481202,-0.001706308,0.001706308,-0.003620413,0.003620413,-0.005509771,0.005509771,-0.004931282,0.004931282,0.003189994,-0.003189994,0.02628451,-0.02628451,0.07025896,-0.07025896,0.1284648,-0.1284648,0.160693,-0.160693,0.0653711,-0.0653711,-0.3358312,0.3358312,-1.25247,1.25247,-2.733685,2.733685,-4.230353,4.230353,-3.887557,3.887557,2.170324,-2.170324,19.67587,-19.67587,2.124961,-2.124961,-3.985035,3.985035,-4.371784,4.371784,-2.84943,2.84943,-1.143855,1.143855,0.38014,-0.38014
43,1.0,NaN,NaN,NaN,-0.008780991,0.008780991,-0.02526507,0.02526507,-0.04417994,0.04417994,-0.048185,0.048185,0.001163695,-0.001163695,0.1653265,-0.1653265,0.5052078,-0.5052078,1.002741,-1.002741,1.398538,-1.398538,0.9542344,-0.9542344,-1.736572,1.736572,-8.53609,8.53609,-20.47702,20.47702,-34.51466,34.51466,-37.82309,37.82309,-1.089833,1.089833,123.0644,-123.0644,382.5396,-382.5396,766.4516,-766.4516,1081.19,-1081.19,767.0343,-767.0343,386.2157,-386.2157,134.5774,-134.5774,23.4797,-23.4797,-0.000274406,0.000274406,-0.0002407215,0.0002407215,-7.59622e-5,7.59622e-5,0.0004659317,-0.0004659317,0.001667305,-0.001667305,0.00358794,-0.00358794,0.005491206,-0.005491206,0.004926624,-0.004926624,-0.003179253,0.003179253,-0.02625316,0.02625316,-0.07020321,0.07020321,-0.1283972,0.1283972,-0.1606692,0.1606692,-0.06552205,0.06552205,0.335288,-0.335288,1.251302,-1.251302,2.731906,-2.731906,4.228778,-4.228778,3.888653,-3.888653,-2.161683,2.161683,-19.65293,19.65293,-2.08322,2.08322,4.036882,-4.036882,4.391897,-4.391897,2.738061,-2.738061,0.7337407,-0.7337407
44,NaN,1.0,NaN,NaN,0.008780991,-0.008780991,0.02526507,-0.02526507,0.04417994,-0.04417994,0.048185,-0.048185,-0.001163695,0.001163695,-0.1653265,0.1653265,-0.5052078,0.5052078,-1.002741,1.002741,-1.398538,1.398538,-0.9542344,0.9542344,1.736572,-1.736572,8.53609,-8.53609,20.47702,-20.47702,34.51466,-34.51466,37.82309,-37.82309,1.089833,-1.089833,-123.0644,123.0644,-382.5396,382.5396,-766.4516,766.4516,-1081.19,1081.19,-767.0343,767.0343,-386.2157,386.2157,-134.5774,134.5774,-23.4797,23.4797,0.000274406,-0.000274406,0.0002407215,-0.0002407215,7.59622e-5,-7.59622e-5,-0.0004659317,0.0004659317,-0.001667305,0.001667305,-0.00358794,0.00358794,-0.005491206,0.005491206,-0.004926624,0.004926624,0.003179253,-0.003179253,0.02625316,-0.02625316,0.07020321,-0.07020321,0.1283972,-0.1283972,0.1606692,-0.1606692,0.06552205,-0.06552205,-0.335288,0.335288,-1.251302,1.251302,-2.731906,2.731906,-4.228778,4.228778,-3.888653,3.888653,2.161683,-2.161683,19.65293,-19.65293,2.08322,-2.08322,-4.036882,4.036882,-4.391897,4.391897,-2.738061,2.738061,-0.7337407,0.7337407
45,1.0,NaN,NaN,NaN,-0.002963751,0.002963751,-0.01153002,0.01153002,-0.0269219,0.0269219,-0.04485494,0.04485494,-0.048185,0.048185,0.001657849,-0.001657849,0.1662599,-0.1662599,0.5064156,-0.5064156,1.003502,-1.003502,1.396999,-1.396999,0.947045,-0.947045,-1.753524,1.753524,-8.564243,8.564243,-20.50705,20.50705,-34.51301,34.51301,-37.71764,37.71764,-0.7707321,0.7707321,123.6944,-123.6944,383.4128,-383.4128,767.0343,-767.0343,1080.065,-1080.065,761.6241,-761.6241,373.3176,-373.3176,112.949,-112.949,-9.261722e-5,9.261722e-5,-0.0001750788,0.0001750788,-0.0002133001,0.0002133001,-7.941148e-5,7.941148e-5,0.0004563434,-0.0004563434,0.001661653,-0.001661653,0.003586226,-0.003586226,0.005486051,-0.005486051,0.004904097,-0.004904097,-0.003237182,0.003237182,-0.02635786,0.02635786,-0.0703317,0.0703317,-0.1284422,0.1284422,-0.1603776,0.1603776,-0.06447365,0.06447365,0.3375413,-0.3375413,1.254736,-1.254736,2.734946,-2.734946,4.226661,-4.226661,3.871975,-3.871975,-2.205958,2.205958,-19.7335,19.7335,-2.183294,2.183294,3.99806,-3.99806,4.60686,-4.60686,3.529657,-3.529657
46,NaN,1.0,NaN,NaN,0.002963751,-0.002963751,0.01153002,-0.01153002,0.0269219,-0.0269219,0.04485494,-0.04485494,0.048185,-0.048185,-0.001657849,0.001657849,-0.1662599,0.1662599,-0.5064156,0.5064156,-1.003502,1.003502,-1.396999,1.396999,-0.947045,0.947045,1.753524,-1.753524,8.564243,-8.564243,20.50705,-20.50705,34.51301,-34.51301,37.71764,-37.71764,0.7707321,-0.7707321,-123.6944,123.6944,-383.4128,383.4128,-767.0343,767.0343,-1080.065,1080.065,-761.6241,761.6241,-373.3176,373.3176,-112.949,112.949,9.261722e-5,-9.261722e-5,0.0001750788,-0.0001750788,0.0002133001,-0.0002133001,7.941148e-5,-7.941148e-5,-0.0004563434,0.0004563434,-0.001661653,0.001661653,-0.003586226,0.003586226,-0.005486051,0.005486051,-0.004904097,0.004904097,0.003237182,-0.003237182,0.02635786,-0.02635786,0.0703317,-0.0703317,0.1284422,-0.1284422,0.1603776,-0.1603776,0.06447365,-0.06447365,-0.3375413,0.3375413,-1.254736,1.254736,-2.734946,2.734946,-4.226661,4.226661,-3.871975,3.871975,2.205958,-2.205958,19.7335,-19.7335,2.183294,-2.183294,-3.99806,3.99806,-4.60686,4.60686,-3.529657,3.529657
47,1.0,NaN,NaN,NaN,-0.0001650818,0.0001650818,-0.003207087,0.003207087,-0.011759,0.011759,-0.0269219,0.0269219,-0.04417994,0.04417994,-0.04615758,0.04615758,0.00562406,-0.00562406,0.1716918,-0.1716918,0.5098862,-0.5098862,0.9960359,-0.9960359,1.362414,-1.362414,0.8655179,-0.8655179,-1.888934,1.888934,-8.708653,8.708653,-20.49907,20.49907,-34.00577,34.00577,-36.18261,36.18261,2.260038,-2.260038,127.895,-127.895,386.2157,-386.2157,761.6241,-761.6241,1054.039,-1054.039,699.5777,-699.5777,269.2746,-269.2746,-5.158806e-6,5.158806e-6,-8.990387e-5,8.990387e-5,-0.0001721847,0.0001721847,-0.000206593,0.000206593,-6.547336e-5,6.547336e-5,0.0004775126,-0.0004775126,0.001679978,-0.001679978,0.003571442,-0.003571442,0.005378955,-0.005378955,0.004623605,-0.004623605,-0.003742874,0.003742874,-0.0269773,0.0269773,-0.07054862,0.07054862,-0.1270396,0.1270396,-0.1553343,0.1553343,-0.05363394,0.05363394,0.3540584,-0.3540584,1.269359,-1.269359,2.724761,-2.724761,4.146428,-4.146428,3.65899,-3.65899,-2.593533,2.593533,-20.21491,20.21491,-2.370045,2.370045,5.03214,-5.03214,8.414832,-8.414832
